id,vendor_id,short_description,long_description,primary_image,detail_images,status,tags,created_at,updated_at,deleted_at,name_id,sorting_level,approved,stock_alert,weight,require_variation,explainer_video,commission,stock_tracking_time
385fdf00-d44d-4075-b307-dbd720d8b968,10,"Compact case for carring cash, cards and ID's.","Compact case for carring cash, cards and ID's.",product/259ed83c-5804-40a0-960b-13ba19448586.png,['product/259ed83c-5804-40a0-960b-13ba19448586.png'],INACTIVE,"['Wallet ', 'Leather wallet ', 'Cars Holder ']",2024-07-29,2024-10-01,,1520a4e0-cdc4-4869-92df-6a9bd53b8b25,213,APPROVED,6,0.0,True,,0.0,
9f0c5873-6021-4555-a46f-5e6a14d21a8c,10,Wrap yourself in cozy comfort with our knitted blanket a perfect blend of warmth and style. ,"Soft, knitted 1mX2m blanket, ideal for cozying up on the couch, bed, or outdoor lounging.",product/d9528a3a-914b-480c-bd8a-8af514ae9ef9.png,['product/d9528a3a-914b-480c-bd8a-8af514ae9ef9.png'],ACTIVE,"['Knitwear', 'Soft Fabric', 'Cozy Knits']",2024-07-29,2024-10-23,,d699763f-cc46-49ea-8351-bbd9d4470d91,64,APPROVED,6,0.0,True,,0.0,
ebeaadc7-cd5d-42f7-8a2b-7a05c62d618e,10,A high close-fitting turnover collar used especialy for sweaters. ,A high close-fitting turnover collar used especialy for sweaters. ,product/c1bcc86a-a144-45c9-9c13-06cb5e8cad33.png,['product/c1bcc86a-a144-45c9-9c13-06cb5e8cad33.png'],INACTIVE,['Turtle Neck'],2024-07-22,2024-07-30,,fcc0f93a-eb8d-415c-893e-db36b14d023f,207,APPROVED,8,0.0,True,,0.0,
7d19e6be-a703-4cbe-bd76-54e119540173,5,Banana,Banana,product/43547fd3-c304-4897-b4a0-242d6f156294.jpg,['product/8de92f79-0f18-441f-ae9e-eee94445d988.jpg'],INACTIVE,[],2024-06-28,2024-06-29,2024-06-30 22:03:16.766730,cce8557c-744f-4ef3-9420-7849105b751e,1,PENDING,10,1.0,False,,0.0,
f5655f5b-578b-452b-9703-bdeae09d0337,10,Short sleeved and a round neckline soft cotton t-shirt.,Short sleeved and a round neckline soft cotton t-shirt.,product/524158da-eca6-44e7-95e1-eef575c7f484.png,['product/f3680657-c87e-44b0-ab90-cffa5c5bc9e6.png'],INACTIVE,"['T-shirt ', 'Cotton']",2024-07-18,2024-09-09,,ec7746d2-ac45-417b-90b3-c49873df4932,41,APPROVED,5,0.0,True,,0.0,
a4b4036f-5389-4c83-8f49-edfda82dcc94,9,"Bizce Sunflower oil contains high amounts of the essential fatty acid, linoleic acid. Some sunflowers are grown to contain high amounts of oleic acid.","Bizce Sunflower oil contains high amounts of the essential fatty acid, linoleic acid. Some sunflowers are grown to contain high amounts of oleic acid.",product/660b293d-2a93-4d57-8a85-29f28e3252c6.png,['product/ddd7f5bf-7041-4fda-a0bc-14f2aa6c1087.png'],INACTIVE,"['#sunflower', '#oil']",2024-09-13,2024-10-27,,0d8afda1-da29-40a4-bf87-1b1adc7e8af3,49,APPROVED,5,0.0,False,,0.0,
39912d6e-0c5c-4629-be46-6e644ebae09b,9,Facial tissues are an essential item for anyone who wants to keep their face clean and free of germs. ,"Facial tissue and paper handkerchief refers to a class of soft, absorbent, disposable papers that are suitable for use on the face.",product/716f2534-a038-4f65-8d48-f73db790965d.png,['product/7bd9b5ce-b2d2-4fc0-bef8-4a0f540bbde9.png'],INACTIVE,"['Hygiene', 'Personal Care', 'Napkin', 'Facial Tissue', 'Tissue']",2024-01-26,2024-06-20,,da6d90d7-b040-4098-b6c3-6f9b21dd7975,67,APPROVED,10,0.0,False,,0.0,
4be6d775-51ef-4219-b223-a7dfb652c325,7,"Lemon, with its vibrant green color and  sour taste, offers a refreshing flavor. Rich in vitamin C and antioxidants, this citrus fruit adds 
a nice kick to your dishes while providing a boost of nutrients. ","Lemon, with its vibrant green color and  sour taste, offers a refreshing flavor. Rich in vitamin C and antioxidants, this citrus fruit adds 
a nice kick to your dishes while providing a boost of nutrients. ",product/4ffc77ef-be25-4eb7-a1e1-61d2988b1ffc.png,['product/e8aa894e-2ec9-42f9-80d4-4cbeb43cdd27.png'],ACTIVE,"['#3rd day delivery ', '#Fresh Lemon']",2024-08-27,2024-10-23,,b9422e5c-423c-4a82-9d4a-c857fb7f83d5,55,APPROVED,10,0.0,False,,0.0,
a76c9629-e5e7-4f02-b7f5-1622a0726571,0,Fresh and tasty papaya.,Fresh and tasty papaya.,product/bd2b4311-939b-496e-ad18-af00194669fc.png,['product/22ac47d7-8457-4082-8b9f-23e0cc6e5133.png'],ACTIVE,"['papaya ', 'fruit ']",2024-09-11,2024-10-28,,7f65b429-89e4-4613-928e-97d30972af53,12,APPROVED,100,0.0,False,,0.0,
01fd6d76-52b4-49d0-b09a-a4979d798b2b,5,Dh geda flour 5kg,Dh geda flour 5kg,product/ce0a359a-42ff-4c6c-be37-81eb7cc24652.jpg,"['product/48f906c0-d5ad-47fa-9bdc-ea5f504ff93a.jpg', 'product/876b9ab7-6352-4a24-8402-165d1a43122d.jpg']",ACTIVE,[],2024-06-28,2024-10-16,,68baff27-677f-48c9-be24-6d384e576cb9,81,APPROVED,5,5.0,False,,0.0,
c932d1c4-5f95-418c-a1e1-a54a50094ce7,10," A canvas bag is a versatile, eco-friendly accessory perfect for shopping , travel or daily usr. Durable and stylish."," A canvas bag is a versatile, eco-friendly accessory perfect for shopping , travel or daily usr. Durable and stylish.",product/4fb20df8-3e24-4cdb-9cf7-6aafab675ada.png,['product/4fb20df8-3e24-4cdb-9cf7-6aafab675ada.png'],INACTIVE,"['Canvas Bag', 'Tote Bag', 'Travel Bag']",2024-07-29,2024-09-23,,893dba25-733d-42c9-a00c-209467b0a786,214,APPROVED,10,0.0,True,,0.0,
61e07e11-7057-45a6-8f1c-4dc88a8c87ef,10,"This durable, eco-friendly cotton tote is perfect for everyday use. Lightweight, spacious, and versatile, it’s ideal for shopping, errands, or casual outings.","This durable, eco-friendly cotton tote is perfect for everyday use. Lightweight, spacious, and versatile, it’s ideal for shopping, errands, or casual outings.",product/16b0858a-b60a-49e0-9b60-c5a2de6e678a.png,['product/3a4c35fb-82cb-4f29-b6cc-4679d63ce2f6.png'],ACTIVE,"['#tote', '#stylish ', '#fashion ']",2024-10-08,2024-10-24,,c66dc07d-48e6-47ff-9e8a-a9b03ac81aa3,25,APPROVED,10,0.0,False,,0.0,
1f62c83a-aa75-457b-85cc-b1c9bd0bbb0f,1,Calcium-rich cow milk is a nutrient-dense dairy product packed with essential vitamins and minerals. It provides a good source of dietary calcium to support strong bones and teeth.,"Crafted with 7 years of dairy expertise,plain, pasteurized, and homogenized quality milk, available in a 500 ml package.",product/7631a2dd-4666-4680-90de-6c5b4e251629.png,['product/4e3b86c5-43ef-4270-87dc-673ff19ba3e3.png'],INACTIVE,"['#milk', '#dairy', '#zagol']",2024-07-29,2024-10-11,,6976b589-f371-4e3f-b8a1-c29a340d24eb,10,APPROVED,30,0.0,False,,0.0,
680ecb18-13f4-4869-b32c-baab9e21ec59,9,Organza shampoo is a product of Zenith Gebes-Eshet,"Organza shampoo is a hair cleanser that removes oil and dirt from the hair and scalp.It's made with a blend of organic fruits, including mango, papaya, pineapple, kiwi, and coconut, and is designed to stimulate the scalp and leave hair shiny and fresh.",product/697662da-129f-4842-b67e-e88e48643790.jpg,['product/677e19bb-0f1e-48ca-b97e-052410325b44.jpg'],INACTIVE,"['#shampoo', '#organza']",2024-05-23,2024-09-18,,c2b6185a-1648-488c-a266-e9b78581b594,73,APPROVED,4,0.6,False,,0.0,
e9e11926-0d21-46aa-b6ac-fef4735b3419,5,an orange that is from farm place ,orange packed ,product/1f820c88-b9a9-44d4-9cb5-1c3ccae51d4d.jpg,"['product/2ae4adc4-ef63-4a77-94de-f72d426b00ea.jpg', 'product/ebad47d0-905f-4a42-b26c-f8577cf23cbe.jpg']",INACTIVE,['#fruit'],2024-06-18,2024-06-27,2024-06-30 22:03:16.771349,b63c3a2d-2c04-4d4d-af2c-4dfe5e903adb,1,PENDING,200,1.0,False,,0.0,
4e942266-47a9-46ec-96e2-5ef2e451fb84,1,"FARAGELLO is a refreshing mango juice drink made with a proprietary blend of essential vitamins such as A and B, proteins and minerals. A great alternative to dilute orange juices and soft drinks.","FARAGELLO is a refreshing mango juice drink made with a proprietary blend of essential vitamins such as A and B, proteins and minerals. A great alternative to dilute orange juices and soft drinks.",product/6517a6c5-6356-423c-a5fa-a67eb363ce41.png,['product/ce54e748-cad1-48d4-bb72-845e08be02a2.png'],ACTIVE,"['#Mango', '#Juice', '#New']",2024-10-14,2024-10-22,,6bda58d4-5828-4ea7-8ddd-ea1238b25256,113,APPROVED,50,0.0,False,,5.0,
2f45fcae-490b-4033-ab90-5d357af7ae44,1,let's enjoy the holiday with pure ethiopian cheese,let's enjoy the holiday with pure ethiopian cheese,product/0f9e92b3-ff6c-4917-a332-9e28f6f57823.png,['product/1b463e8e-f575-4ba9-88cc-c6fbb013497f.png'],INACTIVE,"['#cheese', '#holiday', '#holiday package']",2024-09-08,2024-10-19,,cdf45e99-f146-4b34-9763-8383f1e45135,34,APPROVED,50,0.0,False,,0.0,
628055bc-0e78-496a-b4fb-350298873090,9,"Pasta is a type of food typically made from an unleavened dough of wheat flour mixed with water or eggs, and formed into sheets or other shapes, then cooked by boiling or baking."," Pasta is a collective name for a category of food made from wheat flour and water, sometimes with egg.",product/caaf837f-e8e1-469f-b365-c202813f73dc.jpg,['product/7339ead0-8ef6-46d4-aef2-105382f4a59b.jpeg'],INACTIVE,['Pasta'],2023-12-20,2024-04-12,,951da35e-ba06-4d4c-8fe2-d88e14067eea,58,APPROVED,10,0.0,False,,0.0,
45ae27ed-8afe-4323-a633-dd8f71f9d2f2,12,"For an incredible price, divide parts of a healthy farm-raised bull and get up to 25 kgs. of clean meat to share between six (6) .  when sharing with six (6) other wonderful people just like you!","For an incredible price, divide parts of a healthy farm-raised bull and get up to 25 kgs. of clean meat to share between six (6) .  when sharing with six (6) other wonderful people just like you!",product/d035f4ff-58b1-458c-a885-90938f15ab62.png,['product/8e0e22b2-7890-4aa5-9edc-78596cbe01c2.png'],INACTIVE,[],2024-08-31,2024-09-28,,43cd1e85-2de2-4dee-bb1d-96112ee92c06,20,APPROVED,2,0.0,False,https://productionchipchip.fra1.digitaloceanspaces.com/product_video/ox65.mp4,0.0,
dacbdda2-4a50-45b0-aaa4-26a0846f2dac,5,Solar laundery soap 250g.,Solar laundery soap 250g.,product/ae8782d9-f7cd-4db2-925d-2e0e0acb41a8.jpg,['product/0a6b774d-f69b-4880-87d9-baff91f913ca.jpg'],ACTIVE,[],2024-06-28,2024-07-16,,fc84e321-42d0-470f-9c30-dc99156bee61,1,PENDING,10,0.25,False,,0.0,
9407c389-e60e-45ad-bb9c-a8be5b3a156d,9,"3 ኪሎ የክትፎ ስጋ
3 ኪሎ የጥብስ ስጋ
1 ኪሎ የጐድን አጥንት
50 ግራም ቃሪያ
1 እሽግ ቆጮ
ከ ግማሽ ኪሎ ነፃ አይብ ጋር!","3 ኪሎ የክትፎ ስጋ
3 ኪሎ የጥብስ ስጋ
1 ኪሎ የጐድን አጥንት
50 ግራም ቃሪያ
1 እሽግ ቆጮ
ከ ግማሽ ኪሎ ነፃ አይብ ጋር!",product/b175faf9-ff04-486b-94de-05ef7e59500e.png,['product/9fb93ae2-5a66-436f-b79b-46b3777df22c.png'],INACTIVE,"['#holiday ', '#package ']",2024-09-07,2024-09-29,,b85bd543-72f7-4f40-91f2-523cdbdb1b31,24,APPROVED,10,0.0,False,,0.0,
c6da0792-de1c-40a8-91c6-18c752fbd1e5,5,Akkoo Coffee,Akkoo Coffee ,product/9845016a-4c12-41e5-9f12-9c67ced5d2be.jpg,"['product/3429e23c-e45c-459a-a7dd-320dfa0cc96d.jpg', 'product/bdf86c4a-a784-4230-a490-526ff7e769e5.jpg', 'product/fdcafb9a-e79d-43be-b303-62a8deca67f7.jpg']",INACTIVE,[],2024-06-27,2024-06-27,2024-06-30 22:03:16.775193,9ba0e64c-f011-4874-8239-0a21d95de6b5,1,PENDING,10,0.0,False,,0.0,
0faa9946-052e-4081-a7e2-22256bb6ce49,7,ሽሮ,ሽሮ ፣ ቅመም,product/08217511-69b3-427c-9245-26f33672672c.png,['product/81d56cba-6bf3-433c-8207-629c3dfd13df.png'],INACTIVE,"['ሽሮ', 'ቅመም']",2024-03-11,2024-03-18,,5c4d58ce-fdb5-4a52-97d8-a64aec0d6274,1,APPROVED,10,0.0,False,,0.0,
ae7df70c-8ac0-4fa8-960c-4dc67ebf2a2b,9,Sunsilk conditioner is a hair care product that is applied after washing hair to make it softer. ,Sunsilk conditioner is a hair care product that is applied after washing hair to make it softer. ,product/6fc9f6fb-3e8a-4cf6-a69c-665fdb16cddf.jpg,['product/7a757831-c515-4aed-8672-5f58c9c503c0.jpg'],INACTIVE,[],2024-04-05,2024-04-10,,859d2fac-1f28-4eae-b763-aadf89eda893,1,APPROVED,0,0.0,False,,0.0,
84f11416-4d6b-4d50-9a14-7c15e6199511,9,"Mitin Shiro flour is a spicy Ethiopian seasoning made from dried and ground peas, vetch, and chickpeas, pepper (Berbere), ginger, garlic, salt, and spices. ","Mitin Shiro flour is a spicy Ethiopian seasoning made from dried and ground peas, vetch, and chickpeas, pepper (Berbere), ginger, garlic, salt, and spices. ",product/56a763a7-334c-49c0-9dbb-534009fa4d91.png,['product/ba0e32de-159b-4da7-8235-54a158f7c208.png'],INACTIVE,['Mitin Shiro'],2024-03-20,2024-06-06,,1d9d0eaf-8a19-4ee3-a47c-b90d3b1a66c8,1,APPROVED,10,1.0,False,,0.0,
bdebbed8-90c9-49cb-acc9-ba84f3349d55,10,Stay worm in our cozy classic hoodie.,Stay worm in our cozy classic hoodie.,product/6af806f3-46f2-40fc-9d9b-6da74ae1d8bb.png,['product/6af806f3-46f2-40fc-9d9b-6da74ae1d8bb.png'],ACTIVE,['Hoodie'],2024-07-18,2024-10-03,,1ace5832-fb04-428b-9fb4-dd6f4a85c55c,44,APPROVED,8,0.0,True,,0.0,
5e6a37ab-25fe-43ff-9339-cd4128d64019,10,"Stylish and comfortable, our leggings are perfect for any occasion. Made from high-quality, stretchy fabric, they offer a snug fit that moves with you.","Stylish and comfortable, our leggings are perfect for any occasion. Made from high-quality, stretchy fabric, they offer a snug fit that moves with you.",product/5c172420-5e6c-4ca3-b9a7-b6c73ae82341.png,['product/5c172420-5e6c-4ca3-b9a7-b6c73ae82341.png'],INACTIVE,['Legging '],2024-07-24,2024-07-30,,6d441d52-893a-47f0-8670-bb43f88b8a33,208,APPROVED,6,0.0,True,,0.0,
9fe4aef6-f00b-497e-bcd3-1b9fa8842d98,5,555 liquid detergent 5Ltr,555 liquid detergent 5ltr,product/2c9dec50-2f12-4200-9ca3-ece84c062bb0.jpg,['product/4a3a615a-7a6e-433e-ac02-762a05ea8742.jpg'],INACTIVE,[],2024-06-28,2024-07-16,,bd529edb-78ce-42cc-8c39-79dbd8c82b05,7,APPROVED,10,5.0,False,,0.0,
b5e8f810-bb1f-4395-847e-3ee3abc4d1ef,9,"Zalash hair oil is a brand of hair oil made in Ethiopia by Mekab Ethiopia PLC, one of the country's largest cosmetic manufacturers.","Zalash hair oil is made from natural ingredients like almonds and olives, and is cold-pressed without chemicals or heat. Zalash hair oil is designed to: Strengthen hair, Moisturize and condition hair.",product/d9b1b949-ac2d-4106-b393-bc3e6ec482d2.jpg,['product/55ba1ebf-3600-427c-b643-095a91cd5477.jpg'],INACTIVE,"['#zalash', '#hairoil ']",2024-05-29,2024-10-05,,83d0ef35-ef1a-452b-bd33-4f451bdda90c,71,APPROVED,4,0.4,False,,0.0,
dc6c2e8e-ee13-4b28-8585-dbd4fa09895f,1,ጠቦት የበግ ስጋ 6720 ብር ብቻ,ጠቦት የበግ ስጋ 6720 ብር ብቻ,product/39d1369e-718f-4bdd-9c90-325a737f4a4d.jpg,['product/cdea6e59-ca78-455a-a5e5-b473ea2d58a0.jpg'],INACTIVE,"['#sheep', '#meat', '#arefa']",2024-06-13,2024-06-14,,fa77872d-d892-45de-badf-d942a2843b26,1,APPROVED,20,12.0,False,,0.0,
cab09734-fb46-40ed-aedd-ec69e3866190,6,Fresh slightly firm tomatoes with a smooth texture and balanced flavor. ,Fresh slightly firm tomatoes with a smooth texture and balanced flavor. ,product/31ae1faa-0d9a-479a-aca7-a80aaf600050.png,['product/89aa462d-2992-490b-850c-fc5e5aeab654.png'],INACTIVE,"['white ', 'cabbage ', 'fresh ', 'vegetable']",2024-08-12,2024-08-14,,b63e795b-408c-47bb-8c72-04624bb84bd5,23,APPROVED,100,0.0,False,,0.0,
fb0d495e-e2fe-4fbf-972b-af2d553c0673,9,Laundry detergent is a type of detergent used for cleaning dirty laundry. Laundry detergent is manufactured in powder and liquid form.,Laundry detergent or washing powder is a substance that is a type of cleaning agent that is added for cleaning laundry. ,product/7d55c51d-dfa2-4a1b-a1ed-32af6dcf45b7.png,"['product/ea90deb4-953b-402b-9732-f0c33f054ed8.png', 'product/b8d95396-37c7-45ff-be81-cb62288c1a7f.png']",INACTIVE,"['Laundry Care', 'Clean Laundry', 'Clean Clothes']",2024-02-14,2024-08-21,,22c3b50a-4f53-410b-bbe1-b7cfc39b5133,64,APPROVED,10,5.0,False,,0.0,
3f1bf014-1159-4762-a43a-9b47dbab15d3,9,Sunflower oil is the non-volatile oil pressed from the seeds of the sunflower. Sunflower oil is commonly used in food as a frying oil.,"Sunflower oil contains high amounts of the essential fatty acid, linoleic acid. Some sunflowers are grown to contain high amounts of oleic acid.",product/abb94b90-bf50-4aea-b45f-c8d91caac453.png,['product/7fa8144f-ef83-41d6-bcee-051b87b2dad7.png'],INACTIVE,"['Sunflower oil', 'Healthy']",2024-01-02,2024-01-24,,5871e8a7-5ceb-440b-8271-5ad758e854ea,66,APPROVED,10,0.0,False,,0.0,
a2a05b14-70aa-4e72-9026-ca25bcb0fbfa,9,"A cereal is any grass cultivated for its edible grain, which is composed of an endosperm, a germ, and a bran. ","A cereal is any grass cultivated for its edible grain (botanically, a type of fruit called a caryopsis), which is composed of an endosperm, a germ, and a bran. ",product/1a51a8c9-6d35-4ca3-a6f5-5db6b34081a4.png,"['product/1fd2d340-8bd0-48be-b464-93e088b63d2d.png', 'product/0360a566-5709-4cee-8915-a36ce2d6134c.png']",INACTIVE,"['High Protein', 'Low-Fat', 'Organic', 'Gluten-Free', 'High Fiber', 'Breakfast ']",2023-12-26,2024-08-12,,99f38aa8-961a-4b9b-8d94-1cb7d2f2ba9b,70,APPROVED,10,0.375,False,,0.0,
dbd794af-d7a3-4d27-b779-96b9d6275b67,9,"Toilet paper is a tissue paper product primarily used to clean the anus and surrounding region of feces, and to clean the external genitalia and perineal area of urine.","Toilet paper is . a soft, lightweight, sanitized paper used in bathrooms for personal cleansing after elimination.",product/7b9844e4-e7f4-41c5-9776-934a8f5a8f30.png,['product/57d68bdf-79c3-4f87-9f67-b773f9cf8542.png'],INACTIVE,"['Tissue', 'Toilet Tissue', 'Napkin', 'Hygiene', 'Personal Care']",2024-01-26,2024-06-27,,5a891b3a-c181-46f0-86c0-ea465e325749,31,APPROVED,20,0.0,False,,0.0,
39fd7f42-50c5-4305-9729-9c1edb33b304,9,"Dabo kolo means corn bread in the Amharic language, with dabo for bread, and kolo for corn or roasted barley, chickpeas, sunflower seeds, other local grains and peanuts.","Dabo kolo means corn bread in the Amharic language, with dabo for bread, and kolo for corn or roasted barley, chickpeas, sunflower seeds, other local grains and peanuts.",product/9a0565cb-7413-4843-afd9-191d8c755243.png,['product/df997dec-a0d8-4eeb-bb5d-2c6857e035f4.png'],INACTIVE,"['Snack Time', 'Tasty Treats']",2024-03-20,2024-06-06,,e314533d-2ac4-47ce-90bd-a881cdfd91c2,1,APPROVED,5,0.0,False,,0.0,
29a43441-62c8-4731-82e4-9e4f94431f0b,6,"Firm, fresh white cabbage with a crisp, dense leaf structure","Firm, fresh white cabbage with a crisp, dense leaf structure",product/e341f59f-1f52-45bb-8609-9367d6c895b7.png,['product/e341f59f-1f52-45bb-8609-9367d6c895b7.png'],INACTIVE,"['fresh ', 'cabbage ', 'vegetables ']",2024-08-14,2024-08-24,,10f58789-da1c-45d6-bd4c-9688dc9a371a,31,APPROVED,50,0.0,True,,0.0,
7e9ff480-49ba-4697-b4c0-0535e1c38cfd,8,"Support the Gunners in style with the 2024-2025 Arsenal fan version kit. Crafted from high-quality polyester and featuring an embroidered badge, this kit is perfect for any Arsenal fan. Get yours at a discounted price with 7-day delivery.","Support the Gunners in style with the 2024-2025 Arsenal fan version kit. Crafted from high-quality polyester and featuring an embroidered badge, this kit is perfect for any Arsenal fan. Get yours at a discounted price with 7-day delivery.",product/a79a77d2-2de7-41d6-a4e9-84a535c673a8.png,"['product/e054f351-c1ef-4df1-a422-acc168724fbc.png', 'product/428101b1-201c-4e9a-a99f-5bd1c48b69fa.png']",INACTIVE,['Jersey '],2024-08-20,2024-08-23,,b7d2cfe8-7bf3-447c-82d7-0b5d7f0a38e1,17,APPROVED,12,0.0,True,,0.0,
565166b5-83f4-4776-bd5e-fb3412288575,9,"Ethiopian Berbere is a complex blend of spices used in traditional Ethiopian stews called Doro Wat, and as a coating for meat before it is broiled.","Berbere is a spice mixture whose constituent elements usually include chili peppers, coriander, garlic, ginger, Ethiopian holy basil seeds, korarima, rue, ajwain or radhuni, nigella, and fenugreek.",product/0e87da7d-6c36-4b4f-8050-caa879f8c0fc.png,['product/4bc7ec0f-83c0-4fae-aa11-2accae0b6a09.png'],INACTIVE,"['Hot and spicy', 'Seasoning', 'Spices', 'Chilly powder']",2024-01-24,2024-04-09,,391e6784-d12f-49de-80ff-030596bce889,45,APPROVED,10,0.0,False,,0.0,
